Project code,ALMA source name,RA,Dec,Band,Cont. sens.,Frequency support,Release date,Publications,Ang. res.,Min. vel. res.,Array,Mosaic,Max. reco. scale,FOV,Scientific category,Science keyword,Int. Time,Gal. lon.,Gal. lat.,Min. freq. res.,Pol products,L5 BL,L80 BL,Obs. date,PI name,SB name,Proposal authors,Line sens. (10 km/s),PWV,Group ous id,Member ous id,Asdm,Project title,Type,Scan intent,QA2 Status,Collections
2017.1.00161.L,ngc253,11.888463444199207,-25.287838567677095,6,0.5333323719635721,"[256.38..258.38GHz,976.56kHz,14.44mJy/beam@10km/s,0.95uJy/beam@native, XX YY,line] U [258.01..260.01GHz,976.56kHz,15.97mJy/beam@10km/s,1.05uJy/beam@native, XX YY,line] U [271.38..273.38GHz,976.56kHz,16.20mJy/beam@10km/s,1.09uJy/beam@native, XX YY,line] U [272.96..274.96GHz,976.56kHz,18.32mJy/beam@10km/s,1.24uJy/beam@native, XX YY,line]",2019-07-16,8,4.264815177186453,1.0726179347590472,7m,mosaic,28.286615564760833,71.31323084656418,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2644.066,97.38522281307245,-87.96378506340082,976.6152968043266, XX YY,8.490145,31.14241,2017-10-12,"Martin, Sergio",ngc253_j_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",14.437794523181358,1.7999999523162842,uid://A001/X1284/Xf88,uid://A001/X1284/Xf8b,3,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888801501205792,-25.288494091632252,7,0.6320426087579513,"[303.45..305.44GHz,976.56kHz,15.96mJy/beam@10km/s,1.14uJy/beam@native, XX YY,line] U [305.07..307.07GHz,976.56kHz,15.90mJy/beam@10km/s,1.14uJy/beam@native, XX YY,line] U [315.45..317.45GHz,976.56kHz,19.16mJy/beam@10km/s,1.39uJy/beam@native, XX YY,line] U [317.07..319.07GHz,976.56kHz,20.73mJy/beam@10km/s,1.51uJy/beam@native, XX YY,line]",2019-07-21,8,3.060167824857485,0.9233935619254102,7m,mosaic,25.575897250405806,75.66945827426824,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2658.647,97.38518112287697,-87.9645067823786,976.6116146163874, XX YY,8.71702,33.457123,2017-10-09,"Martin, Sergio",ngc253_f_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",15.899045304343531,0.9100000262260437,uid://A001/X1284/Xfac,uid://A001/X1284/Xfaf,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888672770202726,-25.288244443178534,3,0.010876321360790505,"[97.41..99.28GHz,976.56kHz,0.50mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [99.09..100.96GHz,976.56kHz,0.50mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [109.14..111.02GHz,976.56kHz,0.47mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [110.82..112.70GHz,976.56kHz,0.56mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line]",2019-07-23,8,2.1434595382914114,2.641610006110707,12m,,21.162437735867222,55.4295609243125,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",1935.36,97.38519662779368,-87.96423612198718,976.5061064984146, XX YY,27.342112,157.6307,2018-07-12,"Martin, Sergio",ngc253_e_03_TM2,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",0.4746536355787937,2.4916296005249023,uid://A001/X1284/Xf1c,uid://A001/X1284/Xf1f,1,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.88879661665101,-25.28848461756896,7,0.8619829401933807,"[327.95..329.95GHz,976.56kHz,33.25mJy/beam@10km/s,2.46uJy/beam@native, XX YY,line] U [329.62..331.62GHz,976.56kHz,23.09mJy/beam@10km/s,1.71uJy/beam@native, XX YY,line] U [340.19..342.19GHz,1128.91kHz,18.85mJy/beam@10km/s,1.42uJy/beam@native, XX YY,line] U [341.87..343.87GHz,1128.91kHz,22.46mJy/beam@10km/s,1.70uJy/beam@native, XX YY,line]",2019-07-23,8,2.7937698845208008,0.8828755068293774,7m,mosaic,22.319167202570526,71.661172143181,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2787.56,97.38518169459539,-87.96449668616916,976.607232576738, XX YY,8.7062025,36.80395,2017-10-07,"Martin, Sergio",ngc253_i_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",18.85489639566594,0.9100000262260437,uid://A001/X1284/Xfbe,uid://A001/X1284/Xfc1,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888802829578596,-25.288496668172105,7,0.6565765099441319,"[300.19..302.19GHz,976.56kHz,17.81mJy/beam@10km/s,1.26uJy/beam@native, XX YY,line] U [301.82..303.82GHz,976.56kHz,17.15mJy/beam@10km/s,1.22uJy/beam@native, XX YY,line] U [312.20..314.19GHz,976.56kHz,18.39mJy/beam@10km/s,1.33uJy/beam@native, XX YY,line] U [313.82..315.82GHz,976.56kHz,20.50mJy/beam@10km/s,1.49uJy/beam@native, XX YY,line]",2019-07-23,8,3.0699525973342707,0.9329784546781219,7m,mosaic,22.695250974528566,76.45796668053148,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2659.167,97.38518096746023,-87.96450952571911,976.6343166315612, XX YY,8.840355,33.376938,2017-10-27,"Martin, Sergio",ngc253_e_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",17.1498875042825,0.9100000262260437,uid://A001/X1284/Xfa6,uid://A001/X1284/Xfa9,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888421884261307,-25.287757986325396,6,0.3889776412159963,"[211.05..213.05GHz,976.56kHz,13.64mJy/beam@10km/s,0.81uJy/beam@native, XX YY,line] U [212.62..214.62GHz,976.56kHz,12.62mJy/beam@10km/s,0.75uJy/beam@native, XX YY,line] U [226.01..228.01GHz,976.56kHz,12.64mJy/beam@10km/s,0.78uJy/beam@native, XX YY,line] U [227.62..229.62GHz,976.56kHz,12.52mJy/beam@10km/s,0.77uJy/beam@native, XX YY,line]",2019-07-26,8,4.239100876142111,1.2862980597961875,7m,mosaic,32.312724616290886,85.7416186242261,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3333.021,97.38522806673167,-87.96369474483984,976.6465798450665, XX YY,9.802362,36.855865,2017-11-05,"Martin, Sergio",ngc253_a_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",12.520256461225,1.7999999523162842,uid://A001/X1284/Xf52,uid://A001/X1284/Xf55,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.88843248062248,-25.28777853184368,6,0.36400060172551696,"[221.02..223.02GHz,976.56kHz,12.26mJy/beam@10km/s,0.75uJy/beam@native, XX YY,line] U [222.70..224.70GHz,976.56kHz,11.19mJy/beam@10km/s,0.68uJy/beam@native, XX YY,line] U [236.02..238.02GHz,976.56kHz,11.33mJy/beam@10km/s,0.71uJy/beam@native, XX YY,line] U [237.70..239.70GHz,976.56kHz,12.39mJy/beam@10km/s,0.78uJy/beam@native, XX YY,line]",2019-07-28,8,4.2552265889771075,1.2317558991037687,7m,mosaic,28.582164447277137,82.0618064981967,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3745.84,97.38522672442393,-87.96371779709875,976.6510119033064, XX YY,9.767418,33.830498,2017-11-10,"Martin, Sergio",ngc253_d_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",11.186378367773742,1.7999999523162842,uid://A001/X1284/Xf64,uid://A001/X1284/Xf67,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888672770209812,-25.288244443177135,3,0.009402738167611379,"[87.35..89.22GHz,976.56kHz,0.47mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [89.03..90.90GHz,976.56kHz,0.46mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [99.09..100.96GHz,976.56kHz,0.44mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [100.77..102.64GHz,976.56kHz,0.46mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line]",2019-07-30,8,2.807794039113316,2.9052464022897073,12m,,27.357478249158426,61.2973706771765,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",4536,97.38519662797358,-87.96423612198852,976.5093416175182, XX YY,23.516792,131.82169,2018-07-18,"Martin, Sergio",ngc253_b_03_TM2,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",0.44123608340426196,2.3178772926330566,uid://A001/X1284/Xf0a,uid://A001/X1284/Xf0d,2,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888429049356905,-25.287771878921195,6,0.30822534984523403,"[217.66..219.66GHz,976.56kHz,10.56mJy/beam@10km/s,0.64uJy/beam@native, XX YY,line] U [219.34..221.34GHz,976.56kHz,9.88mJy/beam@10km/s,0.60uJy/beam@native, XX YY,line] U [232.66..234.66GHz,976.56kHz,9.40mJy/beam@10km/s,0.59uJy/beam@native, XX YY,line] U [234.34..236.34GHz,976.56kHz,10.36mJy/beam@10km/s,0.65uJy/beam@native, XX YY,line]",2019-07-30,8,4.675565767394772,1.2494004385635207,7m,mosaic,30.97274281307463,83.25615678282755,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3018.647,97.38522715849702,-87.96371033425709,976.6380011436954, XX YY,8.911799,33.43798,2017-10-30,"Martin, Sergio",ngc253_c_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",9.39816276697613,1.7999999523162842,uid://A001/X1284/Xf5e,uid://A001/X1284/Xf61,3,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888672770261707,-25.28824444317332,3,0.012804389427227194,"[100.76..102.64GHz,976.56kHz,0.73mJy/beam@10km/s,0.03uJy/beam@native, XX YY,line] U [102.04..103.91GHz,976.56kHz,0.73mJy/beam@10km/s,0.03uJy/beam@native, XX YY,line] U [112.51..114.39GHz,976.56kHz,0.49mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line] U [114.03..115.90GHz,976.56kHz,0.49mJy/beam@10km/s,0.02uJy/beam@native, XX YY,line]",2019-08-02,8,2.4684156457254627,2.567393319852746,12m,,24.00033367200824,53.75062012419021,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3024,97.3851966292149,-87.96423612200516,976.5100286399916, XX YY,23.487574,131.70726,2018-07-18,"Martin, Sergio",ngc253_f_03_TM2,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",0.4914165995531665,2.496206521987915,uid://A001/X1284/Xf22,uid://A001/X1284/Xf25,2,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.88878764069083,-25.288467208051113,7,1.0847026174821524,"[353.79..355.79GHz,976.56kHz,21.35mJy/beam@10km/s,1.64uJy/beam@native, XX YY,line] U [355.47..357.47GHz,976.56kHz,20.81mJy/beam@10km/s,1.60uJy/beam@native, XX YY,line] U [366.04..368.04GHz,1128.91kHz,45.48mJy/beam@10km/s,3.56uJy/beam@native, XX YY,line] U [367.71..369.71GHz,1128.91kHz,117.83mJy/beam@10km/s,9.24uJy/beam@native, XX YY,line]",2019-08-03,8,2.617601063109691,0.8190404762773374,7m,mosaic,22.2799798230736,66.49682248491291,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2790.352,97.385182749515,-87.96447809733402,976.6059690831751, XX YY,8.059429,32.80572,2017-10-05,"Martin, Sergio",ngc253_m_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",20.807200397579155,0.9100000262260437,uid://A001/X1284/Xfd6,uid://A001/X1284/Xfd9,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888455491392792,-25.287823147790633,6,0.3303204228749033,"[246.30..248.30GHz,976.56kHz,10.36mJy/beam@10km/s,0.67uJy/beam@native, XX YY,line] U [247.98..249.98GHz,976.56kHz,9.69mJy/beam@10km/s,0.62uJy/beam@native, XX YY,line] U [261.30..263.30GHz,976.56kHz,9.48mJy/beam@10km/s,0.63uJy/beam@native, XX YY,line] U [262.98..264.98GHz,976.56kHz,11.24mJy/beam@10km/s,0.75uJy/beam@native, XX YY,line]",2019-08-04,8,3.7663743185440337,1.1133586454575908,7m,mosaic,26.811469343313192,74.06917741518436,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3061.579,97.38522381690197,-87.96376779985346,976.642382080307, XX YY,8.903661,33.403637,2017-11-02,"Martin, Sergio",ngc253_g_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",9.476002660408883,1.7999999523162842,uid://A001/X1284/Xf76,uid://A001/X1284/Xf79,3,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888435816644595,-25.287785000038625,6,0.2920427839794976,"[224.38..226.38GHz,976.56kHz,9.57mJy/beam@10km/s,0.59uJy/beam@native, XX YY,line] U [226.06..228.06GHz,976.56kHz,8.76mJy/beam@10km/s,0.54uJy/beam@native, XX YY,line] U [239.38..241.38GHz,976.56kHz,9.17mJy/beam@10km/s,0.58uJy/beam@native, XX YY,line] U [241.06..243.06GHz,976.56kHz,10.13mJy/beam@10km/s,0.64uJy/beam@native, XX YY,line]",2019-08-14,8,4.041479776782835,1.2145985668144241,7m,mosaic,30.873719551412456,80.90124823456719,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3536.41,97.38522630326864,-87.96372505107891,976.6603083268463, XX YY,8.970182,33.451035,2017-11-20,"Martin, Sergio",ngc253_e_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",8.763165128738425,1.7999999523162842,uid://A001/X1284/Xf6a,uid://A001/X1284/Xf6d,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888794157714951,-25.28847984826822,7,0.743926168233608,"[334.65..336.65GHz,976.56kHz,20.60mJy/beam@10km/s,1.54uJy/beam@native, XX YY,line] U [336.32..338.32GHz,976.56kHz,18.25mJy/beam@10km/s,1.37uJy/beam@native, XX YY,line] U [346.89..348.89GHz,1128.91kHz,19.02mJy/beam@10km/s,1.45uJy/beam@native, XX YY,line] U [348.57..350.57GHz,1128.91kHz,21.36mJy/beam@10km/s,1.63uJy/beam@native, XX YY,line]",2019-08-17,8,2.7723823611227467,0.8654289136025957,7m,mosaic,21.448021521353617,70.24687276840787,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2252.108,97.38518198290981,-87.96449159843972,976.6502827798327, XX YY,8.734872,33.224163,2017-11-10,"Martin, Sergio",ngc253_k_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",18.252375125488353,0.9100000262260437,uid://A001/X1284/Xfca,uid://A001/X1284/Xfcd,3,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888460886139065,-25.287833607824982,6,0.38975033246955837,"[253.02..255.02GHz,976.56kHz,11.47mJy/beam@10km/s,0.75uJy/beam@native, XX YY,line] U [254.70..256.70GHz,976.56kHz,10.90mJy/beam@10km/s,0.71uJy/beam@native, XX YY,line] U [268.02..270.02GHz,976.56kHz,11.93mJy/beam@10km/s,0.80uJy/beam@native, XX YY,line] U [269.70..271.70GHz,976.56kHz,13.32mJy/beam@10km/s,0.90uJy/beam@native, XX YY,line]",2019-08-17,8,4.0454927931279885,1.0856349566218835,7m,mosaic,28.202372415105632,72.19958742523934,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",2800.426,97.38522313547713,-87.96377951153676,976.6586055196533, XX YY,8.371725,32.729286,2017-11-18,"Martin, Sergio",ngc253_i_06_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",10.899184186132837,1.7999999523162842,uid://A001/X1284/Xf82,uid://A001/X1284/Xf85,3,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888476894651374,-25.28786464714974,7,0.6188092068576156,"[278.19..280.19GHz,976.56kHz,17.08mJy/beam@10km/s,1.17uJy/beam@native, XX YY,line] U [279.82..281.82GHz,976.56kHz,17.14mJy/beam@10km/s,1.17uJy/beam@native, XX YY,line] U [290.19..292.19GHz,976.56kHz,18.35mJy/beam@10km/s,1.28uJy/beam@native, XX YY,line] U [291.82..293.82GHz,976.56kHz,19.53mJy/beam@10km/s,1.36uJy/beam@native, XX YY,line]",2019-08-19,8,3.713453720243616,1.0033477664680641,7m,mosaic,28.81045422130158,66.47374437883512,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3299.793,97.38522111660293,-87.9638142398787,976.66466588709, XX YY,8.486141,33.10926,2017-11-26,"Martin, Sergio",ngc253_b_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",17.083558594133898,0.9100000262260437,uid://A001/X1284/Xf94,uid://A001/X1284/Xf97,4,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
