Project code,ALMA source name,RA,Dec,Band,Cont. sens.,Frequency support,Release date,Publications,Ang. res.,Min. vel. res.,Array,Mosaic,Max. reco. scale,FOV,Scientific category,Science keyword,Int. Time,Gal. lon.,Gal. lat.,Min. freq. res.,Pol products,L5 BL,L80 BL,Obs. date,PI name,SB name,Proposal authors,Line sens. (10 km/s),PWV,Group ous id,Member ous id,Asdm,Project title,Type,Scan intent,QA2 Status,Collections
2018.1.00162.S,ngc253,11.888672653253453,-25.28824432974554,5,0.40729524365132314,"[185.13..187.13GHz,1128.91kHz,63.31mJy/beam@10km/s,3.53uJy/beam@native, XX YY,line] U [186.81..188.81GHz,1128.91kHz,27.03mJy/beam@10km/s,1.51uJy/beam@native, XX YY,line] U [197.20..199.20GHz,1128.91kHz,10.09mJy/beam@10km/s,0.58uJy/beam@native, XX YY,line] U [198.87..200.87GHz,1128.91kHz,10.87mJy/beam@10km/s,0.63uJy/beam@native, XX YY,line]",2020-01-02,7,5.862988601297218,1.7019621116670656,7m,mosaic,39.41113468553899,97.97464951071652,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",4446.007,97.385197581993,-87.96422789870108,1129.032221371994, XX YY,8.917437,31.217228,2018-12-10,"Martin, Sergio",ngc253_e_05_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Mangum, Jeffrey; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Harada, Nanase; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",10.092894722517508,1.7999999523162842,uid://A001/X133d/Xdd,uid://A001/X133d/Xe0,4,ALCHEMI II: Filling the Band 5 gap,S,TARGET,PASS,
2017.1.00161.L,ngc253,11.888456234676632,-25.28782458909499,4,0.02799655535947648,"[139.61..141.49GHz,976.56kHz,1.11mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [141.43..143.30GHz,976.56kHz,1.11mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [151.75..153.63GHz,976.56kHz,1.08mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [153.57..155.44GHz,976.56kHz,1.07mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line]",2020-01-03,8,1.01884033975219,1.9063513232183433,12m,mosaic,12.004112097205931,74.37128643409582,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",891.523,97.38522372144715,-87.96376941385299,976.5378076096372, XX YY,34.324253,236.14159,2018-04-25,"Martin, Sergio",ngc253_e_04_TM1,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",1.0733172058315381,3.2256925106048584,uid://A001/X1284/Xf40,uid://A001/X1284/Xf41,1,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2018.1.01321.S,NGC_253,11.88749991624228,-25.288053882296953,6,2.6268772401279206,"[217.05..219.05GHz,1128.91kHz,76.99mJy/beam@10km/s,4.64uJy/beam@native, XX YY,line] U [218.89..219.89GHz,1128.91kHz,79.72mJy/beam@10km/s,6.82uJy/beam@native, XX YY,line] U [219.72..220.72GHz,1128.91kHz,99.44mJy/beam@10km/s,8.52uJy/beam@native, XX YY,line] U [229.86..230.86GHz,564.45kHz,92.84mJy/beam@10km/s,8.14uJy/beam@native, XX YY,line] U [231.82..233.81GHz,31250.00kHz,73.12mJy/beam@10km/s,4.56uJy/beam@native, XX YY,continuum]",2020-01-04,13,5.025569800346947,0.7362719973336718,7m,mosaic,30.416328603440686,362.43641694543726,Local Universe,"Spiral galaxies, Giant Molecular Clouds (GMC) properties",30.551,97.36037297690032,-87.96351362192723,564.5165445029332, XX YY,8.969615,31.316414,2018-12-12,"Faesi, Christopher",NGC_253_a_06_7M,"Bolatto, Alberto; Schruba, Andreas; Zschaechner, Laura; Leroy, Adam; Sun, Jiayi; Kruijssen, Diederik; Schinnerer, Eva; Chevance, Melanie; Rosolowsky, Erik;",73.12352867783196,1.7999999523162842,uid://A001/X133d/X3c12,uid://A001/X133d/X3c13,1,Physics at High Angular Resolution in Nearby Galaxies: The Local Galaxy Inventory,S,TARGET,PASS,
2018.1.01321.S,NGC_253,11.946112416404693,-25.245095552207275,6,2.4902176926773762,"[217.05..219.05GHz,1128.91kHz,72.95mJy/beam@10km/s,4.40uJy/beam@native, XX YY,line] U [218.89..219.89GHz,1128.91kHz,75.88mJy/beam@10km/s,6.49uJy/beam@native, XX YY,line] U [219.72..220.72GHz,1128.91kHz,95.40mJy/beam@10km/s,8.18uJy/beam@native, XX YY,line] U [229.86..230.86GHz,564.45kHz,88.15mJy/beam@10km/s,7.73uJy/beam@native, XX YY,line] U [231.82..233.81GHz,31250.00kHz,68.96mJy/beam@10km/s,4.30uJy/beam@native, XX YY,continuum]",2020-01-04,13,5.011908870595066,0.7362719043706177,7m,mosaic,29.518863436845063,362.4364145126869,Local Universe,"Spiral galaxies, Giant Molecular Clouds (GMC) properties",30.551,99.20895748411428,-87.94609283147699,564.5165046906002, XX YY,9.154009,31.405977,2018-12-12,"Faesi, Christopher",NGC_253_d_06_7M,"Bolatto, Alberto; Schruba, Andreas; Zschaechner, Laura; Leroy, Adam; Sun, Jiayi; Kruijssen, Diederik; Schinnerer, Eva; Chevance, Melanie; Rosolowsky, Erik;",68.95977220325342,1.7999999523162842,uid://A001/X133d/X3c24,uid://A001/X133d/X3c25,1,Physics at High Angular Resolution in Nearby Galaxies: The Local Galaxy Inventory,S,TARGET,PASS,
2018.1.01321.S,NGC_253,11.770287415798576,-25.373798320252984,6,2.508873724462941,"[217.05..219.05GHz,1128.91kHz,73.39mJy/beam@10km/s,4.43uJy/beam@native, XX YY,line] U [218.89..219.89GHz,1128.91kHz,76.55mJy/beam@10km/s,6.55uJy/beam@native, XX YY,line] U [219.72..220.72GHz,1128.91kHz,95.97mJy/beam@10km/s,8.23uJy/beam@native, XX YY,line] U [229.86..230.86GHz,564.45kHz,89.11mJy/beam@10km/s,7.81uJy/beam@native, XX YY,line] U [231.82..233.81GHz,31250.00kHz,69.49mJy/beam@10km/s,4.33uJy/beam@native, XX YY,continuum]",2020-01-04,13,5.041955677123902,0.7362716740023706,7m,mosaic,30.047181782368614,362.4364194621173,Local Universe,"Spiral galaxies, Giant Molecular Clouds (GMC) properties",30.551,93.58141731278093,-87.9918166844178,564.5162658145474, XX YY,9.027207,31.072857,2018-12-12,"Faesi, Christopher",NGC_253_c_06_7M,"Bolatto, Alberto; Schruba, Andreas; Zschaechner, Laura; Leroy, Adam; Sun, Jiayi; Kruijssen, Diederik; Schinnerer, Eva; Chevance, Melanie; Rosolowsky, Erik;",69.49170338631401,1.7999999523162842,uid://A001/X133d/X3c1e,uid://A001/X133d/X3c1f,1,Physics at High Angular Resolution in Nearby Galaxies: The Local Galaxy Inventory,S,TARGET,PASS,
2017.1.00161.L,ngc253,11.888461232568075,-25.28783427947544,4,0.03013979790348339,"[143.26..145.14GHz,976.56kHz,1.18mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [145.08..146.95GHz,976.56kHz,1.17mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [155.40..157.28GHz,976.56kHz,1.15mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [157.22..159.09GHz,976.56kHz,1.15mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line]",2020-01-06,8,1.0821364656818842,1.862117284987381,12m,mosaic,12.287983622498931,72.61288727253006,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",838.399,97.3852230923437,-87.96378026342114,976.5512089913119, XX YY,32.72161,216.70274,2018-04-15,"Martin, Sergio",ngc253_f_04_TM1,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",1.148931855459385,3.018367290496826,uid://A001/X1284/Xf46,uid://A001/X1284/Xf47,1,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888450995071594,-25.28781442975754,4,0.026633019520328545,"[135.96..137.84GHz,976.56kHz,1.12mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [137.78..139.65GHz,976.56kHz,1.11mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [148.10..149.98GHz,976.56kHz,1.00mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line] U [149.92..151.79GHz,976.56kHz,1.00mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line]",2020-01-06,8,1.101473849038122,1.9527687697699692,12m,mosaic,12.859171461647042,76.21701107239205,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",944.771,97.38522438495552,-87.96375803535004,976.5397403147449, XX YY,32.854645,223.96138,2018-04-24,"Martin, Sergio",ngc253_d_04_TM1,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",0.9955033767067892,3.4446017742156982,uid://A001/X1284/Xf3a,uid://A001/X1284/Xf3b,1,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2018.1.00162.S,ngc253,11.888672770245243,-25.288244443188805,5,0.2480411401805333,"[166.36..168.36GHz,1128.91kHz,6.83mJy/beam@10km/s,0.36uJy/beam@native, XX YY,line] U [168.04..170.04GHz,1128.91kHz,6.57mJy/beam@10km/s,0.35uJy/beam@native, XX YY,line] U [178.43..180.43GHz,1128.91kHz,38.36mJy/beam@10km/s,2.10uJy/beam@native, XX YY,line] U [180.11..182.10GHz,1128.91kHz,54.37mJy/beam@10km/s,2.99uJy/beam@native, XX YY,line]",2020-01-07,7,6.608274887002832,1.8792394926154405,7m,,48.55618508392737,57.291997813662555,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",9434.88,97.38519662865072,-87.9642361220127,1128.9849857760553, XX YY,8.335699,30.31161,2018-10-23,"Martin, Sergio",ngc253_b_05_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Mangum, Jeffrey; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Harada, Nanase; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",6.567228062721092,1.7999999523162842,uid://A001/X133d/Xcb,uid://A001/X133d/Xce,4,ALCHEMI II: Filling the Band 5 gap,S,TARGET,PASS,
2018.1.01321.S,NGC_253,12.00460824936463,-25.202187223436667,6,2.669254065535085,"[217.05..219.05GHz,1128.91kHz,78.16mJy/beam@10km/s,4.71uJy/beam@native, XX YY,line] U [218.89..219.89GHz,1128.91kHz,80.99mJy/beam@10km/s,6.93uJy/beam@native, XX YY,line] U [219.73..220.72GHz,1128.91kHz,101.06mJy/beam@10km/s,8.66uJy/beam@native, XX YY,line] U [229.86..230.86GHz,564.45kHz,94.12mJy/beam@10km/s,8.25uJy/beam@native, XX YY,line] U [231.82..233.81GHz,31250.00kHz,74.42mJy/beam@10km/s,4.64uJy/beam@native, XX YY,continuum]",2020-01-07,13,5.012094536672794,0.7362717342243561,7m,mosaic,29.557531410479754,362.86377474734434,Local Universe,"Spiral galaxies, Giant Molecular Clouds (GMC) properties",30.551,101.02211218910543,-87.92661626122572,564.5163886092857, XX YY,9.148689,31.411863,2018-12-11,"Faesi, Christopher",NGC_253_e_06_7M,"Bolatto, Alberto; Schruba, Andreas; Zschaechner, Laura; Leroy, Adam; Sun, Jiayi; Kruijssen, Diederik; Schinnerer, Eva; Chevance, Melanie; Rosolowsky, Erik;",74.42460298677034,1.7999999523162842,uid://A001/X133d/X3c2a,uid://A001/X133d/X3c2b,1,Physics at High Angular Resolution in Nearby Galaxies: The Local Galaxy Inventory,S,TARGET,PASS,
2018.1.00596.S,NGC_253,11.916072139564612,-25.25936509129147,6,0.08775727561429414,"[217.90..218.37GHz,976.56kHz,2.34mJy/beam@10km/s,0.29uJy/beam@native, XX YY,line] U [218.15..218.62GHz,976.56kHz,2.33mJy/beam@10km/s,0.29uJy/beam@native, XX YY,line] U [218.44..218.90GHz,976.56kHz,2.33mJy/beam@10km/s,0.29uJy/beam@native, XX YY,line] U [219.24..219.70GHz,488.28kHz,2.33mJy/beam@10km/s,0.29uJy/beam@native, XX YY,line] U [220.07..220.54GHz,488.28kHz,2.33mJy/beam@10km/s,0.29uJy/beam@native, XX YY,line] U [230.21..230.68GHz,244.14kHz,2.55mJy/beam@10km/s,0.33uJy/beam@native, XX YY,line] U [230.91..232.90GHz,31250.00kHz,2.05mJy/beam@10km/s,0.13uJy/beam@native, XX YY,continuum]",2020-01-08,1,0.26818074768041555,0.31795945659070923,12m,mosaic,4.222666285959244,97.59796565980702,Local Universe,"Spiral galaxies, Giant Molecular Clouds (GMC) properties",668.133,98.35435454409395,-87.94830988633393,244.15961326538425, XX YY,65.9927,583.8826,2018-10-30,"Rosolowsky, Erik",NGC_253_a_06_TM1,"Bolatto, Alberto; Walter, Fabian; Sun, Jiayi; Faesi, Christopher; Kruijssen, Diederik; Herrera, Cinthya; Rebolledo, David; Schruba, Andreas; Blanc, Guillermo; Leroy, Adam; Sandstrom, Karin; Meidt, Sharon; Bigiel, Frank; Schinnerer, Eva; Kreckel, Kathryn; Hygate, Alex; Emsellem, Eric;",2.0509904112480317,1.0181186199188232,uid://A001/X133d/X106f,uid://A001/X133d/X1070,3,Are GMCs Real? Searching for the physical objects in a multiscale ISM,S,TARGET,PASS,
2018.1.00162.S,ngc253,11.888672770224247,-25.288244443179487,5,0.19556377494231347,"[169.71..171.71GHz,1128.91kHz,5.13mJy/beam@10km/s,0.27uJy/beam@native, XX YY,line] U [171.39..173.39GHz,1128.91kHz,5.22mJy/beam@10km/s,0.28uJy/beam@native, XX YY,line] U [181.78..183.78GHz,1128.91kHz,674.94mJy/beam@10km/s,37.27uJy/beam@native, XX YY,line] U [183.46..185.45GHz,1128.91kHz,227.43mJy/beam@10km/s,12.61uJy/beam@native, XX YY,line]",2020-01-09,7,6.382107355388005,1.8449738184069764,7m,,39.966273529460125,56.211167880021364,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",11491.2,97.3851966282782,-87.96423612199624,1129.016716197072, XX YY,8.964283,31.145645,2018-11-18,"Martin, Sergio",ngc253_c_05_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Mangum, Jeffrey; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Harada, Nanase; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",5.128338217201502,1.7999999523162842,uid://A001/X133d/Xd1,uid://A001/X133d/Xd4,5,ALCHEMI II: Filling the Band 5 gap,S,TARGET,PASS,
2017.1.00161.L,ngc253,11.888466004816003,-25.287843532621007,4,0.025785195987551978,"[146.91..148.79GHz,976.56kHz,1.06mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line] U [148.73..150.60GHz,976.56kHz,1.06mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line] U [159.05..160.93GHz,976.56kHz,0.92mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line] U [160.87..162.74GHz,976.56kHz,0.91mJy/beam@10km/s,0.05uJy/beam@native, XX YY,line]",2020-01-13,8,0.9991235188031312,1.81986788809812,12m,mosaic,12.190364603645422,70.93575561955606,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",785.39,97.38522248883297,-87.96379061997507,976.5519685275368, XX YY,32.205647,229.44847,2018-04-14,"Martin, Sergio",ngc253_g_04_TM1,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",0.9136776918161613,2.1855061054229736,uid://A001/X1284/Xf4c,uid://A001/X1284/Xf4d,1,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2018.1.00294.S,NGC253,11.887778763012633,-25.288479167150406,7,0.032924452146926846,"[315.27..317.14GHz,1938.48kHz,1.16mJy/beam@10km/s,0.09uJy/beam@native, XX YY,line] U [316.97..318.84GHz,1938.48kHz,0.82mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [327.07..328.94GHz,1938.48kHz,0.81mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line] U [328.82..330.69GHz,1938.48kHz,0.81mJy/beam@10km/s,0.06uJy/beam@native, XX YY,line]",2020-01-14,0,0.31247728253612356,1.7675392208078184,12m,,4.577729231946202,18.02866705890402,Active galaxies,"Starbursts, star formation",3205.44,97.36179008092228,-87.96410535862725,1938.6900111172051, XX YY,42.053787,346.44238,2018-12-06,"Bolatto, Alberto",NGC253_a_07_TM2,"Walter, Fabian; Ostriker, Eve; Mills, Elisabeth; Gorski, Mark; Zwaan, Martin; Thompson, Todd; Meier, David; Lenkic, Laura; Scoville, Nick; Zschaechner, Laura; Ott, Juergen; Leroy, Adam; Levy, Rebecca; Weiss, Axel; Krieger, Nico; Rosolowsky, Erik; Veilleux, Sylvain; Ginsburg, Adam;",0.8071548330961686,0.7645318508148193,uid://A001/X133d/X9ba,uid://A001/X133d/X9bd,2,"Ionized Gas, Radiation Field, Masses, and Dust Temperature in Forming Massive Clusters in the NGC253 Starburst",S,TARGET,PASS,
2017.1.00161.L,ngc253,11.888792964524002,-25.2884775339627,7,0.8577332737254811,"[338.00..340.00GHz,976.56kHz,21.72mJy/beam@10km/s,1.63uJy/beam@native, XX YY,line] U [339.67..341.67GHz,976.56kHz,20.94mJy/beam@10km/s,1.58uJy/beam@native, XX YY,line] U [350.24..352.24GHz,1128.91kHz,22.43mJy/beam@10km/s,1.72uJy/beam@native, XX YY,line] U [351.92..353.92GHz,1128.91kHz,26.42mJy/beam@10km/s,2.03uJy/beam@native, XX YY,line]",2020-01-15,8,2.7545366200701875,0.8568382558565039,7m,mosaic,25.100406249058558,69.56045638150745,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",3217.725,97.38518212326447,-87.96448912835865,976.5300208240193, XX YY,8.223287,32.40583,2017-11-24,"Martin, Sergio",ngc253_l_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",20.94252663796184,0.9100000262260437,uid://A001/X1284/Xfd0,uid://A001/X1284/Xfd3,5,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2017.1.00161.L,ngc253,11.888479045098206,-25.287868816792802,7,0.6242584471398803,"[281.44..283.44GHz,976.56kHz,17.25mJy/beam@10km/s,1.18uJy/beam@native, XX YY,line] U [283.07..285.07GHz,976.56kHz,17.18mJy/beam@10km/s,1.18uJy/beam@native, XX YY,line] U [293.44..295.44GHz,976.56kHz,18.90mJy/beam@10km/s,1.32uJy/beam@native, XX YY,line] U [295.07..297.07GHz,976.56kHz,18.89mJy/beam@10km/s,1.33uJy/beam@native, XX YY,line]",2020-01-16,8,3.939088360472548,0.9921515648723017,7m,mosaic,30.020465940413388,65.73501688050477,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",4972.775,97.38522084467363,-87.96381890219787,976.5226431984559, XX YY,8.80317,30.90608,2018-05-06,"Martin, Sergio",ngc253_c_07_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",17.180589028427704,0.9100000262260437,uid://A001/X1284/Xf9a,uid://A001/X1284/Xf9d,5,ALCHEMI: the ALMA Comprehensive High-resolution Extragalactic Molecular Inventory,L,TARGET,PASS,
2018.1.00765.S,ngc253,11.888672770196749,-25.28824444318121,6,0.02131092396013943,"[246.36..248.24GHz,1128.91kHz,0.65mJy/beam@10km/s,0.04uJy/beam@native, XX YY,line] U [248.04..249.92GHz,1128.91kHz,0.64mJy/beam@10km/s,0.04uJy/beam@native, XX YY,line] U [261.36..263.24GHz,1128.91kHz,0.62mJy/beam@10km/s,0.04uJy/beam@native, XX YY,line] U [263.04..264.92GHz,1128.91kHz,0.62mJy/beam@10km/s,0.04uJy/beam@native, XX YY,line]",2020-01-17,0,0.23643254881834494,1.286758881696748,12m,,3.472346146817862,22.77804600865661,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",1360.8,97.38519662762383,-87.96423612198718,1129.0188731298997, XX YY,68.4778,587.25116,2018-11-20,"Harada, Nanase",ngc253_g_06_TM1,"Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Sakamoto, Kazushi; van der Werf, Paul; Nishimura, Yuri; Aladro, Rebeca; Mangum, Jeffrey; Viti, Serena; König, Sabine; Takano, Shuro; Tanaka, Kunihiko; Muller, Sebastien; Martin, Sergio; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam;",0.6230451729030129,1.1734708547592163,uid://A001/X133d/X1574,uid://A001/X133d/X1575,1,The parsec scale view of the starburst ISM through molecular diagnostics,S,TARGET,PASS,
2018.1.00162.S,ngc253,11.888672664209471,-25.28824434034908,5,0.3517151270016043,"[195.18..197.18GHz,1128.91kHz,12.43mJy/beam@10km/s,0.71uJy/beam@native, XX YY,line] U [196.86..198.86GHz,1128.91kHz,11.06mJy/beam@10km/s,0.64uJy/beam@native, XX YY,line] U [207.25..209.25GHz,1128.91kHz,12.55mJy/beam@10km/s,0.74uJy/beam@native, XX YY,line] U [208.92..210.92GHz,1128.91kHz,12.60mJy/beam@10km/s,0.75uJy/beam@native, XX YY,line]",2020-01-18,7,5.242258569600559,1.620079820059989,7m,mosaic,39.89331939067736,93.20010249101568,Galaxy evolution,"Galaxy chemistry, Giant Molecular Clouds (GMC) properties",6169.794,97.38519749338226,-87.96422866727676,1129.0271854663763, XX YY,8.68008,30.827198,2018-11-30,"Martin, Sergio",ngc253_h_05_7M,"Garcia-Burillo, Santiago; Watanabe, Yoshimasa; Greve, Thomas; Nakanishi, Kouichiro; Ando, Ryo; Sakamoto, Kazushi; Meier, David; Nishimura, Yuri; Mangum, Jeffrey; Viti, Serena; Takano, Shuro; König, Sabine; Kohno, Kotaro; Tanaka, Kunihiko; Spaans, Marco; Nakajima, Tac; Fuller, Gary; Henkel, Christian; Ginsburg, Adam; Cunningham, Maria; Herbst, Eric; Muehle, Stefanie; Harada, Nanase; Aladro, Rebeca; van der Werf, Paul; Jones, Paul; Hunt, Leslie; Izumi, Takuma; Aalto, Susanne; Muller, Sebastien; Costagliola, Francesco; Leurini, Silvia;",11.05949788533691,1.7999999523162842,uid://A001/X133d/Xef,uid://A001/X133d/Xf2,6,ALCHEMI II: Filling the Band 5 gap,S,TARGET,PASS,
